book_title,source,category,url,rating,text,ai_generated_label,ai_reasoning,label,reasoning,label_2,difficult
My Friends,GoodReads,Fiction,https://www.goodreads.com/book/show/217163697-my-friends,5," ""Art is coincidence, Love is chaos.""

I really needed to read this book.

It was perfect. I have no other words to describe this masterpiece. Like, what the hell was I doing all these years?? How had I never picked up a Fredrik book?!? Because honestly, this was so good. It hit me so hard, and it's the kind of book where you actually sit and contemplate, but it's also very easy to read and so enjoyable!! I'm so glad that this was my first book by him because it's the perfect book to judge him by. To be honest, I was a little hesitant about reading his books—I was excited, yes, but I was also scared because they are so well-loved, and everyone who reads his books ends up loving them. It's such a relief to love it as well. But honestly, it's such an effortless 5-star book for me because it just hooks you, grips you, and is sooo consuming. I will admit that the first 19% was slow, and it took me a little time to adjust to his writing style, but when I hit that mark and was fully comfortable with this book, I FLEW THROUGH IT!

""I love you. I trust you..""

I was reading this book like I normally read all other books (lol), but then there would come a point where I would stop and think, like, this is quite literally how most friendships go and is most likely how my friend group is going to be. It hurts so much to know that there will eventually come a point where we won’t be able to meet or hang out as we do now. All of us would be away in different places, and with the constraint of time and the burden of responsibilities, the interaction would be so limited, and we would just drift apart. And if that's not the case, we just don’t know how long we’re even going to live. To imagine a place without your friends—I honestly cannot. I hate this book for making me feel like that. Like?? There was no need to be that brutal, Fredrik. Also, this is easily my most highlighted ARC because his writing style was just sooo beautiful.

""I'm not your reason, no one is your reason, your art is your own.""

The characters here were so precious, and I LOVE THEM.

Louisa - She was such a sweet character. She was seventeen, yes. Did she act like a seventeen-year-old? Nope. I didn’t mind that, though, because I feel like, given how she was raised and where she was raised—with such limited exposure to life and such a wild imagination—it fit her character. Whenever she talked about Fish and how much she missed her, it was so sad because I think everyone would be able to relate to the feeling of missing a friend when you're in a different country, and you can't meet. You just want to meet and talk, but you can't, and you miss them so much. But what made it so much more sad here was the fact that Louisa could never do that, and I wanted to cry. Her being so curious and listening to Ted's story made this story so much better. She was such a lively character!!

The chance to feel that he had stolen more moments from death than death had from him""

The Artist - MY HEART BROKE FOR HIM. He deserved so much more than he got. Imagine being so talented and different from other people that even your parents think that there is something wrong with you instead of being proud of you. Uff, I hated them. How can you treat your son like that? I can't even fathom how that actually happens. I would love my child no matter what. The artist was so precious; he was literally like Louisa—lively and cheerful. His laugh was so addicting and contagious. Honestly, I need a graphic audio of this book just to listen to the artist laugh. But deep down, he was so troubled and sad, but he didn’t show it. He was always happy and laughing, and it's amazing how someone who got so little love could share so much love. I ALSO LOVED THAT ONE PAINTING HE DREW SO BAAAD. His interaction with Louisa was so cute

""Children aren’t responsible for their parents' happiness, but they still try.""

Joar - What would I give to get him out of his house :( His story reminded me so much of Joey, but it was so different at the same time. His relationship with his mother and his relationship with his friends were so good. I actually loved him so much because he was there for everyone and protected them. That one scene where his mother is crying on the floor broke my heart because of the lengths she would go to protect her son and the fact that Joar was willing to do the same thing for her. Joar's love was so immense, and I loved him so much. My heart broke hearing his perspective of the story near the end, and have you guys seen those memes where they just shut down the book when a sad/bad part’s about to come, and the caption says ""The perfect end""? Yeah, well, this is exactly how my rereads of this book would go. I am shutting this book on that part.

""We all jumped off the pier. That was the last time I swam in the sea with my friends.""

Ali - NO! I'm not ready to talk about her yet!!! You guys don't understand how much I loved her and how much I loved her with Joar. FREDRIK, THIS IS NOT FAIRRRRRRRRRRRRRR.

""It’s an act of violence when an adult yells at a child, all adults know that deep down because all adults were once little. Yet we still do it. Time after time, we fail at being human beings.""

Ted - Yes, yes, I know it's getting repetitive—but I LOVED HIM!! If men like Ted exist, the question ""Man or Bear"" would never even be there because he was so pure, innocent, and lovely. I loved his story, and I loved how Fredrik tackled his story. I just love how he views humans and how all his characters are so deeply flawed. Because when I was reading Ted's story, I felt so bad for him, but then I read the part where his mom and Ali are talking, and I felt so bad for his mom, too. Ufff, I just don’t know how to put it into words, but wow, it was just amazing to read. His whole scene with his brother was so sweet, and the whole ""how words can affect people"" thing played out here with his brother, and how he got his life in order because of Ted—I LOVEEEEEED IT!

""Kimkim laughed, then Joar laughed, and then Ted and Ali laughed too, and perhaps that was the last time they all did that out loud, in such a liberating way, together.""

The four most beautiful, loving, caring, precious, cute, lovable, amazing friends - Them together was the highlight of this book!! Sir, I need what they have. The way these four friends brought me to the verge of tears—how they cared for each other so much. They were the epitome of ""die for each other"" because I just know that they would die for each other. The way they loved so, so much but were never loved—it just hurt so much reading that because they were just kids, and they deserved so much better. I want someone to love me like Joar loved Ali and the way Ted loved the artist, also the way the artist loved all of them. It also shocks me how much happiness these kids could express while living under these circumstances because I am so sure that I could never. The little things in this book were so cute, like the part where Ted and Joar would bring cookies for the artist, the part where they would teach Ali how to swim, the part where Ali would give Joar the knife, the part where they would go back for the ashes, and the part where the artist drew them all together. It was all so good.

A very special thanks to Hoda, who's been nudging me to read Fredrik's books, and I am so glad she pushed me to read this as my first because I was going for Beartown, and I just know that it wouldn’t have hit as hard as this did. This was just amazing! I loved updating her at every scene, and her trying to make me cry and ordering me to blink a lot at every sad scene to force tears out of me. Also, loved her review... so check that out as well.

I think I wrote so much for this book, but believe me when I say this: no matter how much I praise this book, it will never be enough.

Some quotes/scenes that I love:
""Don’t cry for me, Ted. I got to experience everything. It’s been a long, long life, and at the end of it, I got to see something unbelievably beautiful”
“That girl’s paintings?”
“No. You. I got to see you.”
.
""My... birthday isn't until tomorrow,"" she says.
'I might not see you tomorrow,' the man whispers, with kind eyes.""
.
""Is it a horrible thing being an adult?"" the girl asked.
""Unbearable,"" the mother replied. ""You fail with almost everything, all the time.""
.
""Are you sure about that?"" Louisa asks.
Ted raises his eyebrows, somewhere in the borderland between surprised and insulted.
""How do you mean?""
Louisa's shoulders bounce.
""I just mean... maybe you got the room in the basement so you wouldn't see how sick your dad was the whole time? And how sad your mom was? And maybe your mom was trying to protect you from your big brother?""
Ted stares across the sea, squinting at the sun, with shame washing through him. All these years, and he has never even considered that. It's hard to be little, hard to be big, hard to be everything in between. So he turns toward Louisa and says:
""It wasn't only bad. It was a love story at first, my mom and dad's marriage...""
Then her eyes grow wide in anticipation, because she loves love stories.
So he tells it to her the way it was once told to him.""
.
""I could never have lived there without him. I would just have lain awake all night waiting for him to come home. I would have had to throw away all the eggs because he was the only one who ate them, but I would have forgotten not to buy them. I would have forgotten that he didn't exist, all the time. I would have gotten angry because the light in the bathroom was turned off, because I used to get so annoyed with him for always leaving it on. I would have saved all his shoes, all his shirts, and I would have been angry with the spring and hated flowers when they appeared because they drowned out the last smells of him. I would have always laid the table for two on the balcony. I would have had to eat all the popcorn myself. I would never have been able to pick a film.""
.
""If anyone sees the painting, I don’t want them to know who I am. I only want to be who I really am...with you.""
.
""Sometimes you don’t appreciate your own blessings until you see the envy in someone else's eyes.""
__
I'm desperate for a five stars and while beartown was supposed to be my starting journey with Fredrik, Hoda's review and updates for this book got me so hyped up and excited that I can't wait to start this. So excited 🤭🤸🏻

",personal,Uses first-person language and references personal experiences or emotional reactions.,personal,Has a lot of feelings,personal,FALSE
My Friends,GoodReads,Fiction,https://www.goodreads.com/book/show/217163697-my-friends,3,"Look, no one is more surprised than me at this rating. I am an avid fan of Fredrik Backman’s work. I even read his Instagram captions and chuckle occasionally. All the same, I have ambivalent feelings about this one.

My Friends is a story about art and belonging. It's about a young girl, Louisa, and her adoration of a famous painting. The story of this famous painting, and its famous painter, are told in this book, along with Louisa's experiences in the present. The stream-of-consciousness prose is immersive and easy to read, and the plot unfolds slowly and intentionally. Sadly, I couldn't deeply connect with any of these characters, nor the plot, so the book fell a little flat for me.

Backman's typical life-affirming style is present throughout this novel, but this is him at his most verbose, meandering, and saccharine. Some chapters, some characters, and some ideas were beautiful, so I did enjoy those. This novel hinges on the nostalgia of childhood friendships, and that does feel like a warm hug in this form of words. I chuckled at some jokes and cringed at others.

2.5 stars rounded up. That said, I would still recommend this to Fredrik Backman fans, and literary fiction enthusiasts. I suspect this will end up being an outlier review.

—————————————————————————

I cannot overstate my excitement and I am going to find it very hard to be objective about a new Fredrik Backman book!!",summary_heavy,Focuses on retelling the plot or describing what happens in the book.,personal,The reason the rating was given is because the reviewer couldn't connect to the characters and plot.,personal,FALSE
My Friends,GoodReads,Fiction,https://www.goodreads.com/book/show/217163697-my-friends,1,"(1.5 stars) In this book, a girl named Louisa runs into her idol, the world famous artist who created her favorite painting. The artist dies and sends his lifelong friend Ted to give the painting to Louisa. For the rest of the book, Ted explains to Louisa the story of his teenage years, his friends, and how the painting came to be.

I started hating this book about a third of the way into it, and then hated it more and more until it was over. At the beginning, it felt like the story might actually go somewhere, but then Louisa and Ted get on a train and it’s like the story stops. The next 300-ish pages is just Ted recalling memories over and over. He thinks about the same memories like three different times, and then he realizes he never told Louisa about them so he tells them AGAIN to her. This book is 70% boring repetitive flashbacks and 30% an insufferable teenager and middle aged man trying to speak philosophically with each other. Nothing even happens in this book. Once I decided to skip a chapter to see if I would actually miss out on anything and I didn’t.

The characters were horrible. It says Louisa is freshly 18 but I think she’s either 11 years old or autistic, because no 18 year old acts the way she does. Ted is 39 but acts like he’s 87 (if your bladder is THAT worn out at 39 years old, go to the doctor). Everyone in his friend group from the flashbacks has exactly one superficial personality trait: Joar can’t have a single interaction with fighting someone. The artist (he doesn’t even get a name until the end) does art to cope with his severe incurable depression. Ali is crazy, and Ted is scared of everything.

The book was also incredibly cheesy and just weird. I feel like the author was trying so hard to be deep and profound and sentimental but he failed epically. I read a review that described this book as “over saturated” and I think that is very accurate.

I also believe someone should take away this man’s figurative language privileges… here is some evidence as to why:
- “his voice nervous now, like when you see a monkey carrying a bomb”
- “While putting her foot down on the accelerator as if it were trying to steal her breakfast”
- “An anxious and overwhelmed man with skin as soft as room-temperature cheese”
- “It looked like a teddy bear made of flesh”
- “Joar just stared at it as if it were unicorn poop”

Also, every character in this book laughed too damn much (why does everyone laugh so hard that they practically cause a natural disaster every time someone makes a joke?). They farted way too much too, what was up with that??

It was bad enough having to hear this author narrate the entire story, but when the characters spoke, they all spoke in the author’s voice too. NO ONE ACTUALLY TALKS LIKE THAT. I think Fredrik Backman needs to invest in a diary, where he can write all the ridiculous metaphors and weird “inspirational” one-liners he wants without trying to cram them all into some shitty novel.

I have an issue with books that seem to be written with the idea that the more trauma and depression you can stuff into each character, the better the book will be (*cough cough* A Little Life *cough cough*) and this seems like one of those books.

I was going to give this book 2 stars but after writing this review, it seems like 2 stars would be a little too generous.",personal,Uses first-person language and references personal experiences or emotional reactions.,analytical,"While emotional, the review supports the arguments with examples",reactive,TRUE
My Friends,The StoryGraph,Fiction,https://app.thestorygraph.com/book_reviews/8a0e520a-3b1c-47ed-94f1-b8364f0b25e3,4,I get the hype. But this one was just too broken for me and I didn’t need to feel that many sad things right now. ,reactive,Expresses a strong opinion without supporting details or personal grounding.,reactive,Not anchored to anything specific in the person's life,personal,FALSE
My Friends,The StoryGraph,Fiction,https://app.thestorygraph.com/book_reviews/8a0e520a-3b1c-47ed-94f1-b8364f0b25e3,4.5,"Fredrik Backman is a master storyteller.  He does dialogue, character development and relationships like no other.  
This book may be my favorite of his so far, Beartown is a contender.
My only qualm was the amount of abusive/neglectful and/or substance abusing adults in the book was disproportionate to real life.  I’m guessing the author is writing from experience, but it did make the parents sort of all blur together.",summary_heavy,Focuses on retelling the plot or describing what happens in the book.,analytical,Analysis of the author's style ,analytical,FALSE
My Friends,The StoryGraph,Fiction,https://app.thestorygraph.com/book_reviews/8a0e520a-3b1c-47ed-94f1-b8364f0b25e3,3,"I would recommend My Friends to a reader who can handle reading about teenagers navigating friendship when they all come from abusive and toxic families. I liked the setup and some of the character work, Joar in particular. Personally, I felt like there was too much repetition of character traits, dialogue, and actions. I can never understand what it's like to live in an abusive household, so perhaps the feeling of constant despair and repetition is accurate. Also, the limited ""positive"" dialogue consisted of sarcastic comments and light insults, which I do not enjoy. Finally, I found Louisa's character to be inconsistent from her cynical and depressing introduction shifting to a spunky and vivacious jokester who wants to see the world. If the book had a tighter focus on the relationship between the boys, I think I would have been more emotionally invested in the characters.",personal,Uses first-person language and references personal experiences or emotional reactions.,analytical,Analysis of how the novel is written,analytical,FALSE
My Friends,LibraryThing,Fiction,https://www.librarything.com/work/32701134/t/My-Friends,5,"I have a like/love relationship with Fredrick Backman’s books. Some I like, some I like a lot, some I love, and some just blow me out of the water. “My Friends” has me catapulting up and out of the sea. It is rare that I drop everything to review a book shortly after finishing it but this book is that good that everyone should know and be able to get a copy.

His characters are amazing, damaged, big of heart, genius, sensitive, creative, intelligent beyond their years and often hilarious. Each is perfectly drawn. They are capable of plotting perfect plans that unravel because the plotting comes from a brain that is in equal measures genius and non-genius. They are so fortunate that they can run really fast. Their adventures defy everything, absolutely everything. They are carried by their belief in each other. They are everything to each other. They became everything to me. How did Backman create this extraordinary story that grabs at you from every direction?

I laughed really hard but I hurt equally because that is the perfect balance that Backman has created. He takes so much with anger, violence and deprivation but gives so much back with insight and humor and each share space on so many pages. Excellent, brilliant, extraordinary writing with dialog that captures emotions that can rip you to shreds one minute and have you choking with laughter a second later. This is not just a 2025 favorite but an all time favorite deserving of all the stars, accolades and bravos.
",summary_heavy,Focuses on retelling the plot or describing what happens in the book.,analytical,Analysis of how the novel is written,personal,TRUE
My Friends,LibraryThing,Fiction,https://www.librarything.com/work/32701134/t/My-Friends,5,"My Friends by Fredrik Backman is a masterclass in emotional storytelling, brimming with humor, heartbreak, hope, and above all, humanity. This book left a deep imprint on my heart. I laughed, I cried, and I often had to pause just to breathe through the weight of what I was feeling. Backman has once again proven that he understands people, flawed, fragile, resilient people, better than almost any writer I know.

Friendship is so important, and My Friends is a moving celebration of how friendships can save us.

At the center of the novel is Louisiana, an aspiring artist whose personality shines with wit and raw honesty. Her grief after losing her best friend, combined with the instability of life in foster care, broke my heart. But Louisa’s creativity, her courage, and her strange, beautiful way of seeing the world were magnetic. She made me laugh out loud, even when I was crying. She’s a reminder that even the most damaged people can be a light to others.

I also loved seeing how Ted, initially so closed off, slowly opened up under Louisiana’s influence. Their friendship grew into something transformative, not flashy or dramatic, but deeply real and redemptive.

Then there’s C. Jat, or Kimkim, the artist whose work echoes the emotional turmoil and unspoken struggles of those around him. His presence in the story, though quieter, is powerful. Through his art, he communicates the things that words sometimes fail to express. Kimkim’s journey made me reflect on the way creative expression can offer sanctuary, especially for those who feel unseen or misunderstood.

Joar’s story broke me in a different way. His struggle with the legacy of an abusive parent is handled with such grace and truth. Backman never flinches from the pain, but he also doesn’t define Joar by his trauma. Instead, he allows Joar space to struggle, to be angry, to seek understanding, and eventually to begin the slow, painful work of healing. Joar’s pain felt so real, and so did the glimmers of hope that started to shine through as the story unfolded.

Backman has a rare ability to make every character matter. Each one feels like a fully formed person with their own story, voice, and heart. My Friends is more than just a novel, it’s a tribute to the messy, beautiful relationships that keep us going. To the power of friendship, art, and empathy. To the idea that no one is too far gone to be reached.

This book reminded me that even when life is heavy, we’re not alone. There’s always someone, maybe an old friend, maybe someone new, willing to sit beside us in the dark and wait for the light to return.",personal,Uses first-person language and references personal experiences or emotional reactions.,personal,A lot of emotions,personal,FALSE
My Friends,LibraryThing,Fiction,https://www.librarything.com/work/32701134/t/My-Friends,4,"Having now read five books by bestselling Swedish author Fredrik Backman, I would rank MY FRIENDS as my second favorite, after A MAN CALLED OVE. I love the way this author creates memorable, multi-dimensional characters and his incorporation of subtle humor. I'd give this book 4.5 stars if I could.

To describe this novel, imagine three story elements, slowly stitched together:

• The first is the story from 25 years ago of an astonishingly close friendship among four teens, where they truly create their own family.

• A second strand is contemporary - about one of those teens, now a middle-aged history teacher, slowly developing a bond with an 18-year-old orphaned artist, who is mourning the loss of her best friend.

• The final element involves a mysterious event that altered the lives of the four teens years ago.

TThe narrative shifts back and forth in time, slowly filling in all three threads, bit by bit. Though not personally a fan of authors who create multiple plots in different time periods, this one works so well, it feels natural.

I felt genuinely privileged witnessing this friendship. All four children come from challenging homes. Yet, the friendship they co-create seems able to supply the love and support they don't get from their families. How many adults have friendships like that?

The four friends are quite distinctive characters:
1.The artist - quiet and eager to please, but not seen by his own parents. Despite a lack of self-confidence, he possesses a talent that must be expressed.
2. Joar - in a different book he might be the teenage troublemaker. Torn between hatred for his violent father and intense attachment to his loving mother, Joar naturally gravitates to the role of protector.
3. Ted - with illness preoccupying his entire family, Ted is simply fending for himself.
4. ""Ali"" - the only girl in this group. Though irresponsible parents uproot her frequently, making her feel like a perpetual outsider, friends award her this nickname because her fighting ability reminds them of boxer Mohammed Ali.

There are some heavy themes to deal with in MY FRIENDS; parental loss, child abuse, alcoholism, and a psychologically abusive teacher to name a few. But what kept me going was how likable these characters are and how skillful (even entertaining) the dialog is. These characters are intelligent people. They are quick and witty, full of good-natured teasing and quick to spot irony. Not to mention wonderful observations about human nature.

There's also building suspense as you progress through the novel. As a reader, I found myself getting increasingly eager to know the full story, but also worried something bad might happen to one of the characters.

MY FRIENDS is a delight to read and gets my unqualified recommendation",personal,Uses first-person language and references personal experiences or emotional reactions.,summary_heavy,Mostly talks about the plot,summary_heavy,FALSE
Wild Dark Shore,GoodReads,Fiction,https://www.goodreads.com/book/show/211004089-wild-dark-shore,2,""" I have an urgent need to fix this, but I don't know how.""

Hmm let's think about this now. Hey, I know! How about you just tell the truth?

Ah yes, the dreaded miscommunication trope. You dress it up with some slump-inducing descriptive prose, make every character act as weird and paranoid as possible, throw in some instalove, and you have Wild Dark Shore.

But before I really get into it, I just want to say that my opinion here is decidedly in the minority. I see nothing but love for this book, so please take my thoughts with a grain of salt (har har).

When I think of literary fiction, what I'm looking for above all else is convincing characters. I want ones that feel authentic, poignant, and really force me to think about the human condition. I'm not looking for one-dimensional, loony, paranoid characters I could easily find in the most eye-rolling of thrillers. But that's exactly what I got here.

None of the characters' actions that drove the mystery part of this story made any sense. Every bad thing that happened in here can be traced back to the two main characters not talking about one essential topic. Instead, we get a lot of jumpy paranoia between the two of them that magically morphs into... instalust? Okay sure, you got me. I, too, often find myself unable to stop wanting to jump the bones of someone I suspect is trying to kill me.

But it's more than that. I really couldn't connect with any of the characters at all. I didn't like how dismissive Rowan was of her husband and his views, all the while complaining that he couldn't see her side. I didn't like how the book portrayed Hank or mental illness. I didn't like how Dominic reads like a male character written by a female author. None of them really rang true, and it was hard for me to overcome that deficit.

The topic of climate change is a big part of this story and while I appreciate Charlotte McConaghy tackling such an important issue, I feel like it was awkwardly done and lacked subtlety. It often came across as if the author was trying to club me on the head with it, going so far as to include nonfiction passages of nature spoken through the voice of a nine-year-old. To say it felt inauthentic and took me out of the story is an understatement. I wish the author had gone for a more subtle approach, trusting that the reader will follow her, instead of hammering her messages into my head over and over again.

I do feel like the story started to shape into something with emotional resonance towards the last third of the book, and the scene with the whale and her baby was particularly well-done. But then as we progress towards the denouement, we again lost subtlety in favor hamfistedness in the form of a certain development near the end. It felt unnecessary to the story, as if it was put there simply for emotional manipulation, to tug on the heartstrings and wring as much emotion from the reader as possible.

I don't know what else to say other than I feel extremely disappointed with my reading experience. I think this is a case where my expectations just weren't in line with reality. What I wanted was a character-driven mystery with elements of climate change that would really bring something new to the table and leave me with food for thought. What I got instead was some mishmash of eye-rolling domestic thriller and dull descriptive prose, two things sure to put me into a slump.

But hey, what do I know? Like I said, everyone else is loving this, so don't let my grouchiness dissuade you from giving it a try.",personal,Uses first-person language and references personal experiences or emotional reactions.,personal,Reviewer talks about not connecting to the characters and feelings,,FALSE
